CustomerID,Gender,Age,Tenure,Contract,MonthlyCharges,TotalCharges,PaymentMethod,JoinDate,LastInteraction,Churn,InternetService,OnlineSecurity,TechSupport,DeviceProtection,StreamingTV,StreamingMovies,Region,IncomeGroup,FeedbackScore,ComplaintRaised
CUST7853,Other,64.0,22.0,One year,40.03,3317.66,Bank Transfer,2021-01-31,2022-04-24,No,DSL,N/A,Yes,No,Yes,Yes,South,Low,4,Yes
CUST8087,Female,35.0,58.0,One year,51.67,7387.93,Bank Transfer,2017-12-18,2022-03-09,No,Satellite,,,Yes,?,No,East,richhh,7,Yes
CUST2101,Other,22.0,52.0,One year,89.34,5216.48,Mailed Check,2017-04-22,2023-01-04,No,None,,No,unknown,Yes,corrupt,West,50000,-1,Yes
CUST4146,Female,46.0,62.0,One year,113.67,3082.38,Bank Transfer,2019-06-05,2023-08-19,No,Satellite,,maybe,unknown,No,No,East,High,6,Yes
CUST10634,Female,41.0,48.0,Month-to-month,59.82,6056.63,Mailed Check,2015-12-21,2023-06-05,No,DSL,N/A,,Yes,No,corrupt,North,High,4,1
CUST8826,Male,62.0,66.0,One year,21.53,4094.63,Bank Transfer,2018-04-13,2023-11-27,No,Satellite,No,No,Yes,?,corrupt,South,50000,2,Yes
CUST8664,Other,30.0,47.0,Two year,107.05,2771.22,Mailed Check,2016-01-22,2022-08-15,No,None,Yes,Yes,No,No,No,East,richhh,99,No
CUST5843,Female,61.0,40.0,Two year,117.11,5497.76,Mailed Check,2015-11-28,2022-08-28,No,None,,No,unknown,?,No,North,Medium,5,Yes
CUST1118,Other,21.0,45.0,One year,49.73,1971.01,Mailed Check,2017-05-04,2023-01-12,No,Satellite,N/A,,Yes,?,Yes,South,Medium,good,No
CUST3022,Other,36.0,59.0,One year,90.56,7025.32,Mailed Check,2018-12-27,2022-09-25,No,??,Yes,maybe,Yes,Yes,No,North,50000,good,Yes
CUST10984,Other,57.0,34.0,Two year,86.41,7123.33,Credit Card,2021-06-04,2023-05-24,No,Fiber Optic,,,Yes,No,Yes,N/A,50000,9,0
CUST10150,Male,45.0,35.0,Two year,38.29,2235.9,Mailed Check,2016-05-17,2022-03-27,No,Satellite,Yes,maybe,Yes,?,Yes,East,Medium,3,1
CUST3034,Female,53.0,40.0,Two year,28.78,1151.86,Bank Transfer,2019-11-17,2022-07-30,No,DSL,,Yes,No,?,No,East,Medium,4,0
CUST7169,Other,18.0,40.0,One year,24.06,5895.96,Bank Transfer,2020-04-12,2022-08-29,No,Satellite,N/A,Yes,Yes,No,Yes,East,Medium,-1,0
CUST9757,Female,32.0,48.0,Two year,42.11,534.59,Bank Transfer,2019-11-18,2022-08-28,Yes,Satellite,N/A,,No,?,No,South,Low,6,1
CUST7419,Female,44.0,52.0,One year,27.67,6410.34,Mailed Check,2017-10-09,2023-09-16,No,Fiber Optic,N/A,,No,No,Yes,West,richhh,4,Yes
CUST2219,Other,30.0,60.0,Two year,51.42,2563.68,Bank Transfer,2020-03-02,2023-06-25,Yes,Fiber Optic,Yes,maybe,Yes,Yes,Yes,South,richhh,99,No
CUST7663,Other,35.0,48.0,Month-to-month,114.77,312.44,Mailed Check,2018-05-20,2023-10-01,No,Satellite,N/A,Yes,No,Yes,No,East,High,1,0
CUST7821,Male,19.0,39.0,Month-to-month,114.74,2057.53,Electronic Check,2017-06-07,2022-06-24,No,DSL,No,No,No,?,No,East,High,1,1
CUST9602,Female,62.0,14.0,Two year,56.21,1028.08,Mailed Check,2016-04-20,2022-04-25,No,DSL,,maybe,No,Yes,Yes,East,richhh,2,1
CUST10457,Male,27.0,61.0,One year,28.54,5650.19,Bank Transfer,2019-07-12,2022-12-28,No,??,No,No,No,Yes,corrupt,N/A,50000,4,No
CUST3510,Male,71.0,49.0,Month-to-month,47.99,2381.2,Electronic Check,2017-04-26,2022-11-18,No,DSL,,No,No,No,Yes,South,High,10,1
CUST4404,Female,24.0,44.0,Month-to-month,44.67,1828.8,Bank Transfer,2018-10-27,2023-04-07,No,??,N/A,maybe,No,Yes,corrupt,West,richhh,8,No
CUST8947,Female,39.0,11.0,Month-to-month,34.57,560.49,Credit Card,2017-02-16,2022-05-19,No,??,N/A,,unknown,No,No,North,Medium,9,1
CUST5593,Female,21.0,26.0,Month-to-month,38.58,7074.46,Credit Card,2019-01-05,2023-05-14,No,Satellite,No,No,Yes,Yes,Yes,North,50000,-1,1
CUST4482,Female,65.0,28.0,Month-to-month,93.36,7366.79,Electronic Check,2016-11-23,2022-04-11,No,Satellite,N/A,Yes,Yes,Yes,corrupt,N/A,Medium,7,0
,,,,,,,,,,,,,,,,,,,,
CUST1177,Female,75.0,58.0,Two year,81.12,7940.15,Mailed Check,2018-03-03,2023-10-13,No,Fiber Optic,N/A,,unknown,Yes,No,South,richhh,99,Yes
CUST2643,Male,49.0,5.0,One year,25.38,5469.99,Electronic Check,2015-07-30,2022-05-27,No,None,No,maybe,No,?,corrupt,N/A,High,10,0
CUST10387,Female,29.0,64.0,Two year,31.48,1932.52,Mailed Check,2018-12-21,2022-12-25,No,None,N/A,Yes,Yes,No,Yes,North,Low,99,0
CUST9250,Male,70.0,49.0,Month-to-month,100.72,4141.7,Bank Transfer,2018-05-27,2022-07-31,No,??,N/A,,No,?,corrupt,East,Low,-1,No
CUST2374,Other,62.0,19.0,Two year,69.96,811.89,Credit Card,2016-01-21,2022-08-28,No,Fiber Optic,,Yes,No,Yes,No,South,Medium,8,1
CUST2720,Male,38.0,46.0,Two year,66.88,2598.72,Credit Card,2019-06-24,2023-01-09,No,Satellite,No,Yes,Yes,?,No,South,Medium,10,No
CUST7085,Female,34.0,19.0,Month-to-month,47.92,4930.47,Bank Transfer,2016-07-24,2022-04-06,Yes,Fiber Optic,No,maybe,unknown,No,No,N/A,High,2,Yes
CUST4870,Male,18.0,11.0,One year,22.06,4093.34,Credit Card,2016-11-20,2022-03-18,No,None,,Yes,No,No,No,N/A,High,2,1
CUST3264,Male,73.0,34.0,Two year,115.67,3974.64,Mailed Check,2021-04-20,2022-05-08,Yes,None,No,Yes,unknown,?,Yes,East,Medium,2,0
CUST1087,Male,59.0,45.0,Month-to-month,60.42,4932.25,Electronic Check,2019-03-01,2022-03-18,No,DSL,N/A,No,unknown,No,No,South,50000,10,No
CUST3982,Female,34.0,65.0,Month-to-month,109.68,1617.59,Mailed Check,2021-05-14,2023-01-20,No,DSL,No,No,Yes,No,Yes,East,50000,6,Yes
CUST9779,Male,26.0,25.0,One year,105.78,3739.11,Credit Card,2019-04-21,2023-07-26,No,DSL,Yes,,unknown,?,Yes,East,High,3,1
CUST1403,Other,28.0,27.0,Month-to-month,33.88,1579.18,Credit Card,2015-12-23,2022-02-20,No,None,No,maybe,unknown,?,Yes,N/A,Low,9,No
CUST6456,Other,62.0,16.0,Month-to-month,109.35,3877.34,Bank Transfer,2020-05-17,2022-10-25,No,Fiber Optic,N/A,,No,Yes,corrupt,N/A,50000,8,Yes
CUST10859,Female,46.0,28.0,One year,92.41,3197.68,Electronic Check,2021-10-11,2022-08-01,Yes,DSL,Yes,,unknown,?,No,North,Medium,7,1
CUST8048,Female,25.0,23.0,Two year,30.23,6913.67,Mailed Check,2017-08-25,2023-06-27,Yes,None,N/A,maybe,unknown,?,No,N/A,High,5,Yes
CUST7691,Male,30.0,71.0,Month-to-month,101.7,6941.9,Electronic Check,2020-04-29,2022-08-31,No,??,Yes,No,No,No,Yes,West,50000,9,Yes
CUST3456,Male,18.0,59.0,Two year,95.1,1019.59,Bank Transfer,2015-11-08,2023-07-24,Yes,None,N/A,No,No,Yes,No,West,Medium,99,1
CUST4728,Other,20.0,60.0,One year,88.98,4584.21,Mailed Check,2016-06-13,2022-02-19,No,Fiber Optic,,Yes,No,No,No,N/A,Low,3,0
CUST3214,Male,38.0,65.0,One year,118.03,7374.7,Bank Transfer,2017-08-21,2023-04-26,Yes,Fiber Optic,N/A,No,unknown,?,Yes,West,High,7,0
CUST2027,Female,46.0,18.0,Month-to-month,60.24,3923.52,Mailed Check,2016-07-27,2023-02-06,No,DSL,Yes,Yes,Yes,Yes,Yes,North,High,good,0
CUST10801,Male,35.0,48.0,Two year,117.31,6422.01,Credit Card,2021-01-26,2023-11-11,No,Fiber Optic,,maybe,Yes,Yes,Yes,West,richhh,1,1
CUST2421,Female,57.0,62.0,Month-to-month,41.31,5054.58,Electronic Check,2016-06-13,2023-12-16,Yes,Fiber Optic,Yes,,No,No,corrupt,West,richhh,10,No
CUST3436,Female,61.0,40.0,Two year,101.79,2930.85,Bank Transfer,2021-07-04,2023-08-02,No,Fiber Optic,No,maybe,No,?,No,East,Medium,1,Yes
CUST10877,Other,32.0,7.0,Two year,84.86,4277.02,Credit Card,2019-07-29,2022-10-12,No,Satellite,Yes,,unknown,Yes,corrupt,South,High,1,0
CUST6680,Other,20.0,2.0,One year,63.2,3610.27,Mailed Check,2016-11-30,2023-12-18,Yes,DSL,N/A,No,Yes,No,corrupt,N/A,richhh,1,0
CUST10181,Other,19.0,50.0,One year,62.16,1885.38,Electronic Check,2021-03-07,2023-06-24,No,Fiber Optic,No,No,No,No,Yes,East,richhh,5,0
CUST2278,Other,21.0,5.0,One year,103.85,2173.24,Credit Card,2020-12-26,2023-11-20,Yes,Satellite,N/A,,No,Yes,No,East,richhh,7,Yes
CUST4656,Female,78.0,10.0,Month-to-month,34.53,7415.15,Bank Transfer,2015-03-16,2023-10-20,No,None,N/A,Yes,Yes,Yes,Yes,N/A,Medium,8,1
CUST6286,Other,66.0,29.0,Two year,32.1,4417.78,Mailed Check,2016-11-25,2022-03-30,Yes,Fiber Optic,,,No,?,Yes,West,Low,1,1
CUST6181,Other,23.0,60.0,Month-to-month,55.33,4791.44,Mailed Check,2015-07-23,2023-03-18,No,None,No,,unknown,?,No,North,richhh,10,1
CUST7753,Other,21.0,26.0,Month-to-month,113.11,840.11,Credit Card,2015-10-05,2023-06-16,No,None,No,maybe,Yes,No,No,West,50000,8,0
CUST2978,Other,30.0,29.0,Two year,26.45,5203.76,Electronic Check,2021-09-01,2022-02-05,No,None,N/A,No,Yes,No,Yes,N/A,Medium,9,1
CUST2061,Female,54.0,23.0,One year,53.25,7226.16,Electronic Check,2016-06-12,2022-06-03,No,Satellite,Yes,No,unknown,?,No,N/A,richhh,8,0
CUST2425,Other,40.0,41.0,Two year,102.81,3326.32,Mailed Check,2021-01-10,2023-11-27,No,??,,No,Yes,Yes,corrupt,South,High,8,Yes
CUST5639,Male,71.0,13.0,One year,32.33,4688.05,Bank Transfer,2020-08-18,2023-06-03,No,Fiber Optic,Yes,maybe,Yes,?,Yes,South,50000,3,0
CUST9198,Female,46.0,65.0,Month-to-month,24.7,6316.77,Credit Card,2021-01-09,2023-10-07,No,Fiber Optic,Yes,,Yes,No,No,West,50000,9,0
CUST5692,Other,68.0,3.0,Two year,110.47,7851.88,Mailed Check,2018-04-24,2022-12-19,No,Satellite,N/A,maybe,Yes,No,No,North,Medium,9,1
CUST2502,Male,70.0,2.0,Month-to-month,104.09,2069.41,Mailed Check,2020-07-03,2023-05-04,No,??,N/A,No,unknown,Yes,Yes,East,richhh,9,0
CUST9660,Female,73.0,44.0,One year,56.64,389.92,Mailed Check,2015-02-25,2023-01-09,Yes,None,Yes,maybe,No,?,corrupt,East,Medium,10,Yes
CUST3848,Other,77.0,57.0,Month-to-month,20.88,3549.34,Mailed Check,2018-10-20,2022-11-21,No,DSL,Yes,Yes,unknown,Yes,Yes,N/A,Medium,7,Yes
CUST4397,Female,78.0,64.0,Month-to-month,64.25,6270.79,Mailed Check,2018-12-12,2022-09-10,No,DSL,,,unknown,No,Yes,South,richhh,99,Yes
CUST5923,Male,69.0,22.0,Two year,40.05,5522.13,Bank Transfer,2020-02-14,2022-10-21,Yes,DSL,No,,unknown,No,Yes,East,Low,6,Yes
CUST6032,Female,54.0,30.0,Month-to-month,88.61,5438.76,Mailed Check,2018-11-13,2022-02-06,No,Fiber Optic,,,unknown,Yes,corrupt,East,Medium,-1,1
CUST1678,Male,27.0,64.0,Two year,51.13,3258.67,Mailed Check,2017-10-04,2022-08-22,No,DSL,Yes,Yes,unknown,?,Yes,South,Low,10,Yes
CUST6550,Female,28.0,34.0,One year,70.54,5917.34,Credit Card,2015-10-27,2023-07-05,Yes,??,Yes,maybe,No,No,Yes,N/A,Medium,8,No
CUST3970,Other,72.0,50.0,One year,51.16,4760.06,Mailed Check,2021-08-05,2023-08-09,No,DSL,Yes,Yes,unknown,Yes,No,North,richhh,99,1
CUST7022,Other,34.0,6.0,One year,114.37,3674.36,Credit Card,2020-08-29,2023-03-01,Yes,DSL,,Yes,Yes,No,corrupt,N/A,richhh,good,No
CUST8738,Female,33.0,57.0,Two year,114.39,1294.1,Credit Card,2017-04-20,2023-12-05,Yes,None,No,No,No,?,No,West,richhh,99,1
CUST1102,Other,69.0,2.0,One year,98.34,3296.47,Mailed Check,2016-07-25,2023-05-20,No,Fiber Optic,No,maybe,Yes,?,Yes,N/A,Low,99,Yes
CUST1957,Male,49.0,40.0,One year,104.45,3327.01,Electronic Check,2019-07-18,2022-06-26,Yes,Satellite,Yes,,Yes,No,Yes,South,Low,9,0
CUST5963,Other,30.0,10.0,Month-to-month,25.72,1081.59,Mailed Check,2016-07-31,2023-12-31,Yes,??,No,No,unknown,?,No,South,Low,10,1
CUST9764,Male,63.0,3.0,One year,44.55,3770.09,Electronic Check,2015-04-30,2023-03-08,No,Fiber Optic,No,maybe,No,Yes,Yes,East,richhh,99,0
CUST6824,Female,70.0,22.0,Two year,60.54,7280.26,Electronic Check,2020-10-15,2023-02-10,No,DSL,No,No,Yes,?,corrupt,N/A,Medium,6,1
CUST10803,Male,40.0,34.0,Month-to-month,33.3,4923.1,Electronic Check,2015-04-03,2022-05-05,No,Fiber Optic,Yes,,Yes,No,No,North,Medium,4,0
CUST3835,Female,75.0,62.0,Month-to-month,27.39,6519.27,Mailed Check,2021-09-27,2023-04-03,No,Satellite,N/A,,Yes,Yes,Yes,East,richhh,8,1
CUST3688,Other,38.0,18.0,Month-to-month,83.81,2405.32,Credit Card,2017-07-23,2022-12-31,Yes,??,N/A,,No,No,No,East,50000,good,Yes
CUST3770,Male,27.0,30.0,Two year,95.96,6339.39,Mailed Check,2019-03-23,2022-01-04,No,Fiber Optic,,Yes,Yes,?,Yes,N/A,Medium,9,0
CUST9143,Other,31.0,32.0,Month-to-month,35.53,6991.75,Mailed Check,2018-05-05,2023-03-20,Yes,??,,No,unknown,No,Yes,South,50000,10,0
CUST8913,Other,77.0,32.0,Two year,58.13,668.19,Credit Card,2018-03-05,2023-03-04,No,DSL,N/A,,Yes,Yes,Yes,West,50000,3,No
CUST6399,Male,77.0,21.0,Month-to-month,32.37,7620.51,Mailed Check,2017-12-10,2023-04-11,Yes,None,N/A,maybe,Yes,Yes,No,South,50000,4,No
,,,,,,,,,,,,,,,,,,,,
CUST1418,Other,58.0,4.0,Month-to-month,39.48,5156.71,Credit Card,2016-05-31,2022-07-15,Yes,None,Yes,Yes,unknown,Yes,corrupt,South,Medium,7,Yes
CUST10924,Male,33.0,70.0,Two year,36.67,6915.62,Mailed Check,2017-05-22,2023-11-23,Yes,None,No,,No,No,Yes,East,Medium,1,1
CUST9299,Female,57.0,56.0,Month-to-month,35.77,5288.4,Mailed Check,2021-04-07,2022-11-26,No,Fiber Optic,N/A,Yes,Yes,?,No,N/A,High,3,No
CUST4139,Male,24.0,64.0,One year,101.64,7258.66,Bank Transfer,2021-11-02,2023-01-16,Yes,Satellite,,Yes,Yes,Yes,No,West,Low,1,0
CUST2947,Female,76.0,65.0,Month-to-month,90.14,2620.52,Electronic Check,2021-12-31,2023-11-23,No,??,Yes,maybe,unknown,Yes,No,East,Low,1,1
CUST10372,Other,47.0,39.0,Month-to-month,43.52,1433.66,Mailed Check,2021-07-13,2022-08-14,No,DSL,Yes,Yes,unknown,Yes,corrupt,West,Low,5,0
CUST3299,Male,21.0,15.0,Month-to-month,71.03,5802.52,Electronic Check,2016-07-05,2022-07-22,No,Satellite,No,maybe,Yes,?,No,N/A,Medium,6,Yes
CUST5635,Female,65.0,18.0,One year,55.33,4747.54,Bank Transfer,2018-12-09,2022-04-03,No,Satellite,Yes,,Yes,?,Yes,N/A,High,99,1
CUST5844,Female,51.0,56.0,Month-to-month,61.16,3519.68,Electronic Check,2020-03-26,2022-09-04,No,Fiber Optic,No,,Yes,Yes,Yes,South,High,7,0
CUST4994,Female,77.0,24.0,Two year,51.76,6799.28,Mailed Check,2015-08-16,2023-02-10,No,Fiber Optic,No,,No,?,Yes,North,Medium,10,No
CUST6697,Other,27.0,53.0,Two year,31.07,4631.66,Electronic Check,2016-12-19,2022-10-14,No,DSL,,,Yes,Yes,corrupt,N/A,High,good,No
CUST4433,Male,77.0,52.0,One year,114.5,7961.87,Electronic Check,2020-05-29,2023-05-28,No,??,,,Yes,Yes,No,West,richhh,2,1
CUST9892,Other,20.0,69.0,One year,42.79,3545.89,Mailed Check,2020-06-15,2022-02-26,No,None,No,,unknown,?,corrupt,N/A,50000,9,1
CUST1528,Female,65.0,11.0,Two year,100.11,283.62,Bank Transfer,2020-09-02,2023-08-09,No,None,Yes,,unknown,Yes,No,N/A,Medium,99,1
CUST2233,Female,47.0,32.0,Month-to-month,36.73,6674.55,Electronic Check,2018-09-22,2022-07-03,No,DSL,Yes,,unknown,?,Yes,North,High,good,Yes
CUST1779,Male,22.0,25.0,Month-to-month,40.86,6900.2,Credit Card,2015-06-29,2023-07-12,Yes,None,,No,unknown,Yes,corrupt,East,Medium,4,Yes
CUST1722,Male,55.0,12.0,Two year,89.75,4612.74,Bank Transfer,2020-03-14,2022-11-20,Yes,DSL,,No,unknown,No,Yes,East,50000,10,No
CUST7521,Female,28.0,4.0,One year,46.64,31.53,Bank Transfer,2018-08-07,2023-01-13,Yes,Satellite,No,Yes,Yes,No,corrupt,N/A,richhh,5,No
CUST7410,Other,78.0,60.0,One year,77.56,5042.96,Mailed Check,2018-06-02,2023-01-19,No,None,,,Yes,Yes,corrupt,East,High,99,1
CUST2860,Other,58.0,45.0,Month-to-month,75.5,7241.56,Electronic Check,2017-10-03,2023-08-27,Yes,Satellite,,No,unknown,No,Yes,West,richhh,6,1
CUST10660,Female,78.0,18.0,Two year,73.26,586.75,Electronic Check,2017-03-31,2023-10-25,Yes,Fiber Optic,No,Yes,No,?,No,East,High,1,0
CUST8572,Male,44.0,8.0,Month-to-month,78.86,3501.55,Electronic Check,2015-01-07,2022-05-09,No,None,N/A,Yes,Yes,?,No,N/A,Medium,-1,1
CUST9878,Male,56.0,60.0,Two year,48.12,4880.85,Electronic Check,2020-04-25,2022-02-12,Yes,??,No,No,unknown,Yes,corrupt,North,richhh,-1,No
CUST5169,Other,56.0,56.0,One year,114.91,6094.1,Mailed Check,2016-05-25,2022-04-12,Yes,Fiber Optic,N/A,Yes,unknown,Yes,corrupt,South,Low,3,No
CUST2992,Other,46.0,47.0,One year,55.92,4186.37,Bank Transfer,2018-08-08,2023-01-16,No,DSL,No,maybe,unknown,No,No,South,50000,10,1
CUST4921,Other,20.0,19.0,Two year,113.95,4709.34,Bank Transfer,2020-02-17,2022-01-12,No,??,N/A,No,unknown,No,corrupt,East,Medium,99,Yes
CUST8405,Female,36.0,12.0,Two year,89.4,5015.94,Bank Transfer,2020-04-27,2022-08-07,No,DSL,N/A,maybe,unknown,Yes,corrupt,West,High,7,Yes
CUST6428,Other,33.0,69.0,Month-to-month,66.12,5155.39,Credit Card,2018-03-12,2022-06-01,Yes,DSL,No,maybe,Yes,?,corrupt,N/A,High,4,Yes
CUST8464,Male,40.0,67.0,Two year,48.44,2701.36,Mailed Check,2020-08-04,2022-01-15,No,DSL,,Yes,unknown,No,Yes,South,50000,6,0
CUST6441,Male,48.0,27.0,Two year,98.79,4569.28,Electronic Check,2020-10-26,2022-06-20,Yes,Satellite,,,Yes,Yes,corrupt,East,50000,6,1
CUST3471,Male,48.0,31.0,Two year,70.73,2380.31,Credit Card,2015-09-22,2022-12-18,No,DSL,,,unknown,?,Yes,West,Low,7,No
CUST6153,Other,49.0,51.0,Two year,101.61,3804.28,Electronic Check,2016-11-01,2023-11-06,No,Fiber Optic,N/A,maybe,unknown,No,No,N/A,50000,6,1
CUST6524,Female,35.0,9.0,One year,54.84,4124.94,Mailed Check,2021-02-01,2022-02-08,No,??,,No,No,Yes,No,East,Medium,3,No
CUST5807,Female,69.0,47.0,Two year,54.85,661.07,Credit Card,2016-04-27,2023-08-28,No,DSL,No,,No,No,No,North,Low,7,0
CUST2396,Other,33.0,30.0,Month-to-month,97.72,7338.47,Bank Transfer,2019-08-28,2022-11-02,Yes,None,No,,unknown,Yes,Yes,North,High,7,Yes
CUST2489,Other,69.0,52.0,Two year,56.0,6267.93,Bank Transfer,2020-01-31,2023-11-12,Yes,DSL,,,Yes,Yes,Yes,N/A,High,-1,0
CUST5786,Male,56.0,45.0,Two year,68.57,5867.69,Electronic Check,2016-08-01,2022-09-16,No,DSL,Yes,,Yes,Yes,No,North,Medium,3,No
CUST4396,Female,62.0,5.0,Two year,75.55,2240.97,Credit Card,2017-12-26,2023-04-26,No,Fiber Optic,N/A,,Yes,?,corrupt,North,richhh,8,No
CUST2042,Other,74.0,13.0,One year,103.34,4537.59,Credit Card,2017-09-03,2023-08-14,Yes,None,N/A,No,No,Yes,corrupt,South,richhh,6,Yes
CUST9453,Female,67.0,32.0,One year,116.75,3407.16,Mailed Check,2021-05-16,2022-03-10,Yes,Satellite,N/A,maybe,No,No,Yes,East,Medium,good,0
CUST10671,Female,71.0,39.0,Two year,76.81,7728.2,Electronic Check,2016-05-14,2023-06-25,Yes,DSL,,Yes,Yes,Yes,corrupt,West,High,5,Yes
CUST9670,Female,60.0,0.0,Month-to-month,94.88,4961.69,Electronic Check,2015-02-23,2023-02-26,Yes,None,,No,No,?,No,N/A,Low,4,No
CUST1257,Male,18.0,26.0,Month-to-month,107.67,6886.84,Credit Card,2020-10-14,2023-09-05,Yes,Fiber Optic,N/A,,No,?,No,N/A,50000,8,1
CUST8454,Other,54.0,43.0,Two year,23.11,1009.51,Mailed Check,2019-05-01,2022-04-10,Yes,None,,No,No,?,No,West,50000,8,No
CUST9708,Male,72.0,43.0,Month-to-month,45.15,391.99,Bank Transfer,2019-10-28,2023-12-31,No,Fiber Optic,N/A,No,unknown,Yes,Yes,North,Low,6,0
CUST8991,Male,29.0,45.0,Two year,112.88,1691.66,Mailed Check,2021-10-02,2022-09-04,No,??,N/A,Yes,No,?,Yes,N/A,Low,5,Yes
CUST9309,Male,59.0,6.0,One year,111.6,4691.74,Mailed Check,2017-12-28,2023-07-25,No,DSL,Yes,maybe,No,Yes,No,South,Medium,4,0
CUST3089,Male,55.0,2.0,Month-to-month,70.99,4838.87,Mailed Check,2015-05-04,2022-01-18,No,DSL,No,,No,No,Yes,South,50000,9,Yes
CUST8874,Male,55.0,34.0,One year,34.48,2346.13,Mailed Check,2016-02-14,2022-08-16,No,Satellite,,maybe,unknown,?,No,N/A,Medium,7,0
CUST1503,Female,68.0,6.0,Month-to-month,93.04,1665.54,Bank Transfer,2020-09-04,2023-09-28,No,DSL,No,No,Yes,No,Yes,East,Low,good,No
CUST5149,Female,55.0,15.0,Month-to-month,42.78,2251.3,Bank Transfer,2019-01-16,2022-07-15,No,None,No,Yes,No,?,Yes,West,Low,4,1
CUST9907,Other,79.0,16.0,Two year,80.18,4012.19,Credit Card,2016-04-26,2022-06-05,No,Fiber Optic,No,No,Yes,No,No,South,Low,7,1
CUST2345,Other,71.0,29.0,Two year,102.59,3558.16,Bank Transfer,2019-12-24,2022-07-27,No,Satellite,N/A,maybe,unknown,?,corrupt,East,Medium,-1,1
CUST6763,Male,30.0,28.0,Two year,64.99,4698.49,Electronic Check,2017-09-24,2022-02-11,No,Fiber Optic,No,No,No,?,Yes,North,High,4,1
CUST7480,Other,23.0,59.0,Month-to-month,27.15,4606.8,Bank Transfer,2020-05-18,2023-08-17,No,??,Yes,Yes,No,Yes,Yes,East,50000,5,1
CUST3248,Other,45.0,68.0,Two year,87.85,5503.64,Credit Card,2018-12-01,2022-05-17,No,Satellite,Yes,,No,?,No,South,High,6,1
CUST10132,Other,52.0,24.0,Month-to-month,105.57,6377.01,Mailed Check,2019-08-13,2023-11-11,No,Fiber Optic,Yes,Yes,Yes,Yes,corrupt,North,50000,6,No
CUST1372,Other,38.0,9.0,One year,59.2,170.83,Bank Transfer,2018-06-14,2022-01-10,No,Satellite,N/A,,No,No,No,East,50000,good,1
CUST9543,Other,48.0,59.0,Two year,107.94,6483.06,Electronic Check,2021-07-15,2022-01-14,No,DSL,,Yes,unknown,No,Yes,West,High,-1,0
CUST4535,Other,47.0,7.0,Two year,31.72,4677.59,Electronic Check,2020-08-04,2023-06-10,No,None,No,maybe,unknown,No,corrupt,East,richhh,9,0
CUST3006,Other,46.0,27.0,Two year,22.06,2487.28,Bank Transfer,2020-01-30,2022-07-16,No,Satellite,N/A,Yes,No,Yes,No,N/A,High,3,1
CUST4837,Female,64.0,21.0,Two year,30.71,6313.11,Electronic Check,2017-11-18,2022-09-11,No,??,N/A,maybe,Yes,?,corrupt,N/A,richhh,3,1
CUST9024,Female,26.0,50.0,Month-to-month,71.62,217.22,Credit Card,2019-08-15,2023-09-23,No,None,Yes,No,unknown,?,No,South,Low,9,1
CUST5137,Other,70.0,71.0,Two year,39.57,4067.77,Credit Card,2021-06-27,2023-06-09,No,Fiber Optic,N/A,Yes,unknown,?,Yes,N/A,Low,7,0
CUST10992,Male,36.0,25.0,Two year,75.86,3289.77,Electronic Check,2018-11-27,2022-04-12,No,None,No,maybe,Yes,?,Yes,North,High,9,No
CUST4312,Female,76.0,33.0,Month-to-month,72.21,2635.32,Credit Card,2015-09-07,2022-10-20,Yes,??,No,Yes,No,No,Yes,N/A,Medium,2,No
CUST7215,Other,19.0,51.0,One year,99.81,4432.31,Credit Card,2018-11-19,2023-10-29,No,DSL,,Yes,Yes,No,Yes,N/A,Medium,2,No
CUST3102,Male,25.0,14.0,Month-to-month,76.1,2503.42,Credit Card,2017-10-18,2023-10-27,No,Satellite,No,maybe,No,Yes,No,N/A,Low,1,0
CUST1997,Other,49.0,37.0,One year,98.4,4123.2,Credit Card,2019-04-08,2022-11-19,No,Fiber Optic,N/A,No,No,No,No,South,50000,10,1
CUST9273,Female,32.0,27.0,One year,98.92,1497.99,Mailed Check,2018-07-23,2022-06-01,No,Fiber Optic,N/A,No,unknown,Yes,No,East,50000,99,0
,,,,,,,,,,,,,,,,,,,,
CUST2176,Other,79.0,43.0,Month-to-month,76.89,5334.77,Credit Card,2015-06-28,2022-11-30,No,Fiber Optic,,No,unknown,No,Yes,South,50000,2,No
CUST1551,Male,75.0,34.0,One year,81.45,4428.56,Mailed Check,2018-12-31,2022-05-23,No,Fiber Optic,,maybe,unknown,?,Yes,North,Low,99,Yes
CUST1744,Male,37.0,55.0,Two year,80.3,411.7,Electronic Check,2019-05-03,2023-06-14,No,Fiber Optic,N/A,maybe,unknown,?,corrupt,South,Low,good,No
CUST7191,Male,29.0,47.0,Month-to-month,67.23,2480.23,Credit Card,2017-03-22,2023-03-04,Yes,DSL,No,No,No,Yes,No,East,Low,99,1
CUST8607,Female,73.0,58.0,Two year,118.71,1161.03,Credit Card,2016-12-23,2023-01-18,No,Fiber Optic,N/A,,No,?,No,North,Medium,9,0
CUST7349,Other,33.0,52.0,Two year,80.3,1053.26,Credit Card,2019-09-29,2023-09-06,No,Fiber Optic,No,Yes,Yes,Yes,Yes,South,High,7,No
CUST5393,Female,61.0,50.0,Month-to-month,118.82,6745.66,Bank Transfer,2021-02-24,2022-05-10,No,DSL,N/A,Yes,No,Yes,Yes,West,50000,5,Yes
